sample_id,dataset,tactile,vision,caption,class
hct/18-1705099291.520728/128-0.03956890106201172.jpg,hct,images/hct/data1/18-1705099291.520728/tactile/128-0.03956890106201172.jpg,images/hct/data1/18-1705099291.520728/vision/128-0.03956890106201172.jpg,"textured, uneven, rigid, coarse, solid",wall
hct/2-1702594617.0739782/82-0.020711183547973633.jpg,hct,images/hct/data2/2-1702594617.0739782/tactile/82-0.020711183547973633.jpg,images/hct/data2/2-1702594617.0739782/vision/82-0.020711183547973633.jpg,"slippery, soft, reflective, sleek",aluminium
hct/35-1702598511.4667351/169-0.02225470542907715.jpg,hct,images/hct/data2/35-1702598511.4667351/tactile/169-0.02225470542907715.jpg,images/hct/data2/35-1702598511.4667351/vision/169-0.02225470542907715.jpg,"smooth, flat, rigid, matte, cool",paper
hct/35-1702598511.4667351/214-0.022833824157714844.jpg,hct,images/hct/data2/35-1702598511.4667351/tactile/214-0.022833824157714844.jpg,images/hct/data2/35-1702598511.4667351/vision/214-0.022833824157714844.jpg,"curved, slippery, flexible, rigid, glossy",paper
hct/0-1705111214.390153/191-0.02387094497680664.jpg,hct,images/hct/data3/0-1705111214.390153/tactile/191-0.02387094497680664.jpg,images/hct/data3/0-1705111214.390153/vision/191-0.02387094497680664.jpg,"glossy, polished, cool, hard, reflective",synthetic
hct/0-1704802054.497061/466-0.040843963623046875.jpg,hct,images/hct/data1/0-1704802054.497061/tactile/466-0.040843963623046875.jpg,images/hct/data1/0-1704802054.497061/vision/466-0.040843963623046875.jpg,"textured, firm, patterned, rigid, dimpled",polyester
hct/1-1702594610.397124/86-0.021297216415405273.jpg,hct,images/hct/data2/1-1702594610.397124/tactile/86-0.021297216415405273.jpg,images/hct/data2/1-1702594610.397124/vision/86-0.021297216415405273.jpg,"flat, reflective, cool",aluminium
hct/2-1705117128.536531/141-0.021663904190063477.jpg,hct,images/hct/data3/2-1705117128.536531/tactile/141-0.021663904190063477.jpg,images/hct/data3/2-1705117128.536531/vision/141-0.021663904190063477.jpg,"soft, textured, plush, fibrous, cushioned",stone
hct/0-1705114223.010626/286-0.02277088165283203.jpg,hct,images/hct/data3/0-1705114223.010626/tactile/286-0.02277088165283203.jpg,images/hct/data3/0-1705114223.010626/vision/286-0.02277088165283203.jpg,"fibrous, plush, warm, pliable, soft",towel
hct/1-1705091984.192638/85-0.020961999893188477.jpg,hct,images/hct/data3/1-1705091984.192638/tactile/85-0.020961999893188477.jpg,images/hct/data3/1-1705091984.192638/vision/85-0.020961999893188477.jpg,"sleek, reflective, polished, hard, smooth",wood
hct/1-1705117465.8861198/250-0.022664308547973633.jpg,hct,images/hct/data3/1-1705117465.8861198/tactile/250-0.022664308547973633.jpg,images/hct/data3/1-1705117465.8861198/vision/250-0.022664308547973633.jpg,"cushioned, cushioned., textured",stone
hct/22-1705263173.173347/124-0.03270912170410156.jpg,hct,images/hct/data1/22-1705263173.173347/tactile/124-0.03270912170410156.jpg,images/hct/data1/22-1705263173.173347/vision/124-0.03270912170410156.jpg,"smooth, glossy, slippery, cool, hard",wall
hct/48-1702598689.248846/381-0.018679141998291016.jpg,hct,images/hct/data2/48-1702598689.248846/tactile/381-0.018679141998291016.jpg,images/hct/data2/48-1702598689.248846/vision/381-0.018679141998291016.jpg,"soft, plush, fibrous, cushioned, rough",carpet
hct/2-1705338342.668618/1086-0.02117300033569336.jpg,hct,images/hct/data3/2-1705338342.668618/tactile/1086-0.02117300033569336.jpg,images/hct/data3/2-1705338342.668618/vision/1086-0.02117300033569336.jpg,"reflective, matte, cool, flat, smooth",cable
hct/1-1704392582.7197099/1420-0.0212860107421875.jpg,hct,images/hct/data3/1-1704392582.7197099/tactile/1420-0.0212860107421875.jpg,images/hct/data3/1-1704392582.7197099/vision/1420-0.0212860107421875.jpg,"hard, solid, rigid",wood
ssvtp/1433,ssvtp,images/ssvtp/tactile/image_1433_tac.jpg,images/ssvtp/vision/image_1433_rgb.jpg,"soft, lined, fabric",jeans
hct/2-1705099997.939677/351-0.02070021629333496.jpg,hct,images/hct/data3/2-1705099997.939677/tactile/351-0.02070021629333496.jpg,images/hct/data3/2-1705099997.939677/vision/351-0.02070021629333496.jpg,"gritty, flexible, cool, uneven",towel
hct/1-1705099984.395666/153-0.021928071975708008.jpg,hct,images/hct/data3/1-1705099984.395666/tactile/153-0.021928071975708008.jpg,images/hct/data3/1-1705099984.395666/vision/153-0.021928071975708008.jpg,"coarse, soft, textured, irregular",towel
hct/2-1705105535.986379/127-0.02326178550720215.jpg,hct,images/hct/data3/2-1705105535.986379/tactile/127-0.02326178550720215.jpg,images/hct/data3/2-1705105535.986379/vision/127-0.02326178550720215.jpg,"textured, soft, plush, fibrous, cushioned",polyester
hct/1-1705341152.8031921/163-0.021542072296142578.jpg,hct,images/hct/data3/1-1705341152.8031921/tactile/163-0.021542072296142578.jpg,images/hct/data3/1-1705341152.8031921/vision/163-0.021542072296142578.jpg,"flat, woven, smooth, worn, uneven",synthetic
hct/14-1705263052.356286/147-0.0328829288482666.jpg,hct,images/hct/data1/14-1705263052.356286/tactile/147-0.0328829288482666.jpg,images/hct/data1/14-1705263052.356286/vision/147-0.0328829288482666.jpg,"textured, soft, woven, flexible, uneven",woven
hct/48-1702598689.248846/413-0.021422863006591797.jpg,hct,images/hct/data2/48-1702598689.248846/tactile/413-0.021422863006591797.jpg,images/hct/data2/48-1702598689.248846/vision/413-0.021422863006591797.jpg,"plush, soft, fibrous",carpet
hct/13-1705263045.0156538/115-0.03324103355407715.jpg,hct,images/hct/data1/13-1705263045.0156538/tactile/115-0.03324103355407715.jpg,images/hct/data1/13-1705263045.0156538/vision/115-0.03324103355407715.jpg,"textured, firm, smooth, cylindrical, uneven",woven
hct/0-1704802054.497061/465-0.035420894622802734.jpg,hct,images/hct/data1/0-1704802054.497061/tactile/465-0.035420894622802734.jpg,images/hct/data1/0-1704802054.497061/vision/465-0.035420894622802734.jpg,"textured, firm, patterned, rigid, dimpled",polyester
hct/3-1705113753.9988348/291-0.022475004196166992.jpg,hct,images/hct/data3/3-1705113753.9988348/tactile/291-0.022475004196166992.jpg,images/hct/data3/3-1705113753.9988348/vision/291-0.022475004196166992.jpg,"fibrous, textured, yielding",synthetic
hct/2-1705099881.681796/192-0.022614002227783203.jpg,hct,images/hct/data3/2-1705099881.681796/tactile/192-0.022614002227783203.jpg,images/hct/data3/2-1705099881.681796/vision/192-0.022614002227783203.jpg,"soft, plush, textured",towel
ssvtp/3289,ssvtp,images/ssvtp/tactile/image_3289_tac.jpg,images/ssvtp/vision/image_3289_rgb.jpg,"soft, fabric, glossy",canvas
hct/24-1702596470.056315/70-0.022454023361206055.jpg,hct,images/hct/data2/24-1702596470.056315/tactile/70-0.022454023361206055.jpg,images/hct/data2/24-1702596470.056315/vision/70-0.022454023361206055.jpg,"textured, metallic, glossy, smooth",aluminium
hct/1-1705340693.656777/512-0.021079063415527344.jpg,hct,images/hct/data3/1-1705340693.656777/tactile/512-0.021079063415527344.jpg,images/hct/data3/1-1705340693.656777/vision/512-0.021079063415527344.jpg,"textured, firm, rigid, matte, uneven",leather
hct/0-1705117451.832484/203-0.021855831146240234.jpg,hct,images/hct/data3/0-1705117451.832484/tactile/203-0.021855831146240234.jpg,images/hct/data3/0-1705117451.832484/vision/203-0.021855831146240234.jpg,"soft, plush, textured, cushioned, uneven",stone
ssvtp/3183,ssvtp,images/ssvtp/tactile/image_3183_tac.jpg,images/ssvtp/vision/image_3183_rgb.jpg,"grainy, deformable",canvas
hct/3-1705113753.9988348/323-0.023463964462280273.jpg,hct,images/hct/data3/3-1705113753.9988348/tactile/323-0.023463964462280273.jpg,images/hct/data3/3-1705113753.9988348/vision/323-0.023463964462280273.jpg,"textured, soft, plush, fibrous, cushioned",synthetic
hct/0-1705111025.625045/186-0.023685932159423828.jpg,hct,images/hct/data3/0-1705111025.625045/tactile/186-0.023685932159423828.jpg,images/hct/data3/0-1705111025.625045/vision/186-0.023685932159423828.jpg,"polished, hard, cool",synthetic
hct/1-1705339706.4325519/154-0.021274805068969727.jpg,hct,images/hct/data3/1-1705339706.4325519/tactile/154-0.021274805068969727.jpg,images/hct/data3/1-1705339706.4325519/vision/154-0.021274805068969727.jpg,"cool, patterned., textured",synthetic
hct/0-1705111025.625045/174-0.02277398109436035.jpg,hct,images/hct/data3/0-1705111025.625045/tactile/174-0.02277398109436035.jpg,images/hct/data3/0-1705111025.625045/vision/174-0.02277398109436035.jpg,"smooth, sleek, reflective, slick, glossy",synthetic
hct/0-1705092094.370979/284-0.02143263816833496.jpg,hct,images/hct/data3/0-1705092094.370979/tactile/284-0.02143263816833496.jpg,images/hct/data3/0-1705092094.370979/vision/284-0.02143263816833496.jpg,"smooth, reflective, hard, cool, polished",wood
hct/2-1705113948.830077/206-0.023311138153076172.jpg,hct,images/hct/data3/2-1705113948.830077/tactile/206-0.023311138153076172.jpg,images/hct/data3/2-1705113948.830077/vision/206-0.023311138153076172.jpg,"pliable, cushioned., warm, uneven, cushioned",synthetic
hct/0-1705100120.331796/338-0.021110057830810547.jpg,hct,images/hct/data3/0-1705100120.331796/tactile/338-0.021110057830810547.jpg,images/hct/data3/0-1705100120.331796/vision/338-0.021110057830810547.jpg,"soft, textured, plush, fibrous, yielding",towel
hct/17-1702598234.502153/74-0.021043062210083008.jpg,hct,images/hct/data2/17-1702598234.502153/tactile/74-0.021043062210083008.jpg,images/hct/data2/17-1702598234.502153/vision/74-0.021043062210083008.jpg,"cool, polished, rough",wall
hct/0-1705114811.827295/394-0.023091793060302734.jpg,hct,images/hct/data3/0-1705114811.827295/tactile/394-0.023091793060302734.jpg,images/hct/data3/0-1705114811.827295/vision/394-0.023091793060302734.jpg,"textured, soft, cushioned, fibrous, warm.",carpet
hct/1-1705339848.889173/185-0.02317523956298828.jpg,hct,images/hct/data3/1-1705339848.889173/tactile/185-0.02317523956298828.jpg,images/hct/data3/1-1705339848.889173/vision/185-0.02317523956298828.jpg,"uneven, soft, fibrous",towel
hct/1-1705103556.3822138/121-0.02387523651123047.jpg,hct,images/hct/data3/1-1705103556.3822138/tactile/121-0.02387523651123047.jpg,images/hct/data3/1-1705103556.3822138/vision/121-0.02387523651123047.jpg,"abrasive, warm, yielding, grainy, cushioned",synthetic
ssvtp/1238,ssvtp,images/ssvtp/tactile/image_1238_tac.jpg,images/ssvtp/vision/image_1238_rgb.jpg,"uneven, lined, patterned",polyster
hct/3-1705100021.13839/503-0.022175073623657227.jpg,hct,images/hct/data3/3-1705100021.13839/tactile/503-0.022175073623657227.jpg,images/hct/data3/3-1705100021.13839/vision/503-0.022175073623657227.jpg,"firm, uneven, irregular",towel
ssvtp/1240,ssvtp,images/ssvtp/tactile/image_1240_tac.jpg,images/ssvtp/vision/image_1240_rgb.jpg,"hard, splotchy, glossy",polyster
ssvtp/3863,ssvtp,images/ssvtp/tactile/image_3863_tac.jpg,images/ssvtp/vision/image_3863_rgb.jpg,"grainy, lined, fabric",canvas
hct/0-1705099859.0563421/121-0.02149510383605957.jpg,hct,images/hct/data3/0-1705099859.0563421/tactile/121-0.02149510383605957.jpg,images/hct/data3/0-1705099859.0563421/vision/121-0.02149510383605957.jpg,"soft, plush, textured, cushioned, fibrous",towel
ssvtp/1737,ssvtp,images/ssvtp/tactile/image_1737_tac.jpg,images/ssvtp/vision/image_1737_rgb.jpg,"hard, splotchy, glossy",wool
hct/35-1702598511.4667351/201-0.02217388153076172.jpg,hct,images/hct/data2/35-1702598511.4667351/tactile/201-0.02217388153076172.jpg,images/hct/data2/35-1702598511.4667351/vision/201-0.02217388153076172.jpg,"rigid, flat, smooth, slippery",paper
hct/0-1704392811.413051/489-0.022408008575439453.jpg,hct,images/hct/data3/0-1704392811.413051/tactile/489-0.022408008575439453.jpg,images/hct/data3/0-1704392811.413051/vision/489-0.022408008575439453.jpg,"smooth, polished, firm, rigid, glossy",cable
hct/1-1705103556.3822138/157-0.023622989654541016.jpg,hct,images/hct/data3/1-1705103556.3822138/tactile/157-0.023622989654541016.jpg,images/hct/data3/1-1705103556.3822138/vision/157-0.023622989654541016.jpg,"textured, soft, plush, fibrous, cushioned",synthetic
hct/16-1702598226.8016808/81-0.02119135856628418.jpg,hct,images/hct/data2/16-1702598226.8016808/tactile/81-0.02119135856628418.jpg,images/hct/data2/16-1702598226.8016808/vision/81-0.02119135856628418.jpg,"smooth, reflective, hard, cool, glossy",wall
ssvtp/92,ssvtp,images/ssvtp/tactile/image_92_tac.jpg,images/ssvtp/vision/image_92_rgb.jpg,"grainy, smooth, fabric",jeans
hct/1-1705339848.889173/188-0.021394014358520508.jpg,hct,images/hct/data3/1-1705339848.889173/tactile/188-0.021394014358520508.jpg,images/hct/data3/1-1705339848.889173/vision/188-0.021394014358520508.jpg,"textured, cushioned, fibrous, uneven",towel
hct/37-1702598530.855684/73-0.022938013076782227.jpg,hct,images/hct/data2/37-1702598530.855684/tactile/73-0.022938013076782227.jpg,images/hct/data2/37-1702598530.855684/vision/73-0.022938013076782227.jpg,"glossy, flat, cool, smooth, matte",wood
hct/0-1705111076.577609/199-0.02369379997253418.jpg,hct,images/hct/data3/0-1705111076.577609/tactile/199-0.02369379997253418.jpg,images/hct/data3/0-1705111076.577609/vision/199-0.02369379997253418.jpg,"smooth, reflective, hard, cool, sleek",synthetic
hct/34-1702598495.4065862/268-0.020948171615600586.jpg,hct,images/hct/data2/34-1702598495.4065862/tactile/268-0.020948171615600586.jpg,images/hct/data2/34-1702598495.4065862/vision/268-0.020948171615600586.jpg,"solid, cool, smooth",wall
hct/0-1705340672.8843782/161-0.015046834945678711.jpg,hct,images/hct/data3/0-1705340672.8843782/tactile/161-0.015046834945678711.jpg,images/hct/data3/0-1705340672.8843782/vision/161-0.015046834945678711.jpg,"leather-like, smooth, grainy, synthetic",leather
hct/22-1702595237.960361/106-0.02252507209777832.jpg,hct,images/hct/data2/22-1702595237.960361/tactile/106-0.02252507209777832.jpg,images/hct/data2/22-1702595237.960361/vision/106-0.02252507209777832.jpg,"rubbery, textured, soft, bumpy",paper
hct/1-1705339706.4325519/111-0.021054983139038086.jpg,hct,images/hct/data3/1-1705339706.4325519/tactile/111-0.021054983139038086.jpg,images/hct/data3/1-1705339706.4325519/vision/111-0.021054983139038086.jpg,"patterned., firm, bumpy",synthetic
hct/23-1702596463.536282/78-0.021255970001220703.jpg,hct,images/hct/data2/23-1702596463.536282/tactile/78-0.021255970001220703.jpg,images/hct/data2/23-1702596463.536282/vision/78-0.021255970001220703.jpg,"ridged, hard, metallic, smooth, reflective",aluminium
hct/0-1705340570.203418/233-0.022034883499145508.jpg,hct,images/hct/data3/0-1705340570.203418/tactile/233-0.022034883499145508.jpg,images/hct/data3/0-1705340570.203418/vision/233-0.022034883499145508.jpg,"textured, firm, synthetic, leather-like, grainy",leather
hct/0-1704392658.483844/701-0.022169828414916992.jpg,hct,images/hct/data3/0-1704392658.483844/tactile/701-0.022169828414916992.jpg,images/hct/data3/0-1704392658.483844/vision/701-0.022169828414916992.jpg,"smooth, polished, firm, grainy, varnished",wood
ssvtp/1739,ssvtp,images/ssvtp/tactile/image_1739_tac.jpg,images/ssvtp/vision/image_1739_rgb.jpg,"lined, vague",wool
hct/3-1702594623.868948/68-0.024367094039916992.jpg,hct,images/hct/data2/3-1702594623.868948/tactile/68-0.024367094039916992.jpg,images/hct/data2/3-1702594623.868948/vision/68-0.024367094039916992.jpg,"smooth, sleek, solid, cool, hard",aluminium
hct/0-1705111025.625045/142-0.02357006072998047.jpg,hct,images/hct/data3/0-1705111025.625045/tactile/142-0.02357006072998047.jpg,images/hct/data3/0-1705111025.625045/vision/142-0.02357006072998047.jpg,"reflective, smooth, sleek, cool, polished",synthetic
hct/2-1705099787.529968/128-0.022375822067260742.jpg,hct,images/hct/data3/2-1705099787.529968/tactile/128-0.022375822067260742.jpg,images/hct/data3/2-1705099787.529968/vision/128-0.022375822067260742.jpg,"textured, rubbery, flexible, matte, soft",towel
ssvtp/3535,ssvtp,images/ssvtp/tactile/image_3535_tac.jpg,images/ssvtp/vision/image_3535_rgb.jpg,"patterned, shiny",canvas
hct/33-1702598485.850785/157-0.02061176300048828.jpg,hct,images/hct/data2/33-1702598485.850785/tactile/157-0.02061176300048828.jpg,images/hct/data2/33-1702598485.850785/vision/157-0.02061176300048828.jpg,"reflective, sleek, flat",wall
hct/2-1705090754.656477/235-0.023062705993652344.jpg,hct,images/hct/data3/2-1705090754.656477/tactile/235-0.023062705993652344.jpg,images/hct/data3/2-1705090754.656477/vision/235-0.023062705993652344.jpg,"smooth, glossy, rigid, cool, reflective",paper
ssvtp/1081,ssvtp,images/ssvtp/tactile/image_1081_tac.jpg,images/ssvtp/vision/image_1081_rgb.jpg,"lettered, plastic, smooth, flat, glossy, hard",iron
hct/0-1704795569.521232/121-0.04225564002990723.jpg,hct,images/hct/data1/0-1704795569.521232/tactile/121-0.04225564002990723.jpg,images/hct/data1/0-1704795569.521232/vision/121-0.04225564002990723.jpg,"textured, woven, soft, flexible, uneven",woven
hct/1-1705117359.386556/130-0.021576881408691406.jpg,hct,images/hct/data3/1-1705117359.386556/tactile/130-0.021576881408691406.jpg,images/hct/data3/1-1705117359.386556/vision/130-0.021576881408691406.jpg,"smooth, glossy, rigid, cool, textured",stone
hct/40-1702597191.235292/129-0.020752906799316406.jpg,hct,images/hct/data2/40-1702597191.235292/tactile/129-0.020752906799316406.jpg,images/hct/data2/40-1702597191.235292/vision/129-0.020752906799316406.jpg,"grainy, smooth, warm",wood
hct/0-1705339835.993994/227-0.021680116653442383.jpg,hct,images/hct/data3/0-1705339835.993994/tactile/227-0.021680116653442383.jpg,images/hct/data3/0-1705339835.993994/vision/227-0.021680116653442383.jpg,"warm, soft, fibrous",towel
hct/2-1705099997.939677/350-0.021883010864257812.jpg,hct,images/hct/data3/2-1705099997.939677/tactile/350-0.021883010864257812.jpg,images/hct/data3/2-1705099997.939677/vision/350-0.021883010864257812.jpg,"matte, flexible, coarse, flat",towel
hct/23-1702596463.536282/74-0.021045207977294922.jpg,hct,images/hct/data2/23-1702596463.536282/tactile/74-0.021045207977294922.jpg,images/hct/data2/23-1702596463.536282/vision/74-0.021045207977294922.jpg,"cool, smooth, reflective",aluminium
hct/0-1705340672.8843782/262-0.020693063735961914.jpg,hct,images/hct/data3/0-1705340672.8843782/tactile/262-0.020693063735961914.jpg,images/hct/data3/0-1705340672.8843782/vision/262-0.020693063735961914.jpg,"supple, firm, durable",leather
hct/18-1705099291.520728/151-0.046647071838378906.jpg,hct,images/hct/data1/18-1705099291.520728/tactile/151-0.046647071838378906.jpg,images/hct/data1/18-1705099291.520728/vision/151-0.046647071838378906.jpg,"textured, uneven, rigid, abrasive, solid",wall
hct/36-1705263666.151391/452-0.03353285789489746.jpg,hct,images/hct/data1/36-1705263666.151391/tactile/452-0.03353285789489746.jpg,images/hct/data1/36-1705263666.151391/vision/452-0.03353285789489746.jpg,"textured, uneven, coarse, gritty, firm",leather
hct/5-1702596066.776035/44-0.022146224975585938.jpg,hct,images/hct/data2/5-1702596066.776035/tactile/44-0.022146224975585938.jpg,images/hct/data2/5-1702596066.776035/vision/44-0.022146224975585938.jpg,"abrasive, textured, gritty, matte",paper
hct/20-1702598297.382924/271-0.021332979202270508.jpg,hct,images/hct/data2/20-1702598297.382924/tactile/271-0.021332979202270508.jpg,images/hct/data2/20-1702598297.382924/vision/271-0.021332979202270508.jpg,"bumpy, firm, rigid, textured",polyester
ssvtp/2489,ssvtp,images/ssvtp/tactile/image_2489_tac.jpg,images/ssvtp/vision/image_2489_rgb.jpg,"lace, deformable",polyster
ssvtp/62,ssvtp,images/ssvtp/tactile/image_62_tac.jpg,images/ssvtp/vision/image_62_rgb.jpg,"lined, fabric",jeans
hct/2-1705338342.668618/1058-0.021583080291748047.jpg,hct,images/hct/data3/2-1705338342.668618/tactile/1058-0.021583080291748047.jpg,images/hct/data3/2-1705338342.668618/vision/1058-0.021583080291748047.jpg,"flat, hard, matte, glossy",cable
hct/1-1705102798.708918/113-0.022718191146850586.jpg,hct,images/hct/data3/1-1705102798.708918/tactile/113-0.022718191146850586.jpg,images/hct/data3/1-1705102798.708918/vision/113-0.022718191146850586.jpg,"rough, fibrous, plush, pliable, textured",synthetic
hct/0-1705100120.331796/303-0.0213320255279541.jpg,hct,images/hct/data3/0-1705100120.331796/tactile/303-0.0213320255279541.jpg,images/hct/data3/0-1705100120.331796/vision/303-0.0213320255279541.jpg,"uneven, coarse, cushioned.",towel
hct/0-1705104086.8684428/140-0.023561954498291016.jpg,hct,images/hct/data3/0-1705104086.8684428/tactile/140-0.023561954498291016.jpg,images/hct/data3/0-1705104086.8684428/vision/140-0.023561954498291016.jpg,"soft, pliable, cushioned",synthetic
hct/36-1702597157.67241/132-0.021272897720336914.jpg,hct,images/hct/data2/36-1702597157.67241/tactile/132-0.021272897720336914.jpg,images/hct/data2/36-1702597157.67241/vision/132-0.021272897720336914.jpg,"cool, flat, polished, glossy",paper
ssvtp/3339,ssvtp,images/ssvtp/tactile/image_3339_tac.jpg,images/ssvtp/vision/image_3339_rgb.jpg,"lined, granular, dark",canvas
hct/1-1705341152.8031921/167-0.020924806594848633.jpg,hct,images/hct/data3/1-1705341152.8031921/tactile/167-0.020924806594848633.jpg,images/hct/data3/1-1705341152.8031921/vision/167-0.020924806594848633.jpg,"cool, woven, firm",synthetic
hct/0-1705099593.241504/121-0.021292924880981445.jpg,hct,images/hct/data3/0-1705099593.241504/tactile/121-0.021292924880981445.jpg,images/hct/data3/0-1705099593.241504/vision/121-0.021292924880981445.jpg,"soft, fibrous, cushioned.",polyester
hct/2-1705113948.830077/218-0.022722244262695312.jpg,hct,images/hct/data3/2-1705113948.830077/tactile/218-0.022722244262695312.jpg,images/hct/data3/2-1705113948.830077/vision/218-0.022722244262695312.jpg,"soft, cushioned, pliable",synthetic
ssvtp/3,ssvtp,images/ssvtp/tactile/image_3_tac.jpg,images/ssvtp/vision/image_3_rgb.jpg,"fabric, granular",jeans
hct/13-1702597660.758676/166-0.020641088485717773.jpg,hct,images/hct/data2/13-1702597660.758676/tactile/166-0.020641088485717773.jpg,images/hct/data2/13-1702597660.758676/vision/166-0.020641088485717773.jpg,"rigid, textured, perforated, matte, firm",aluminium
hct/0-1705012089.254279/310-0.02294182777404785.jpg,hct,images/hct/data3/0-1705012089.254279/tactile/310-0.02294182777404785.jpg,images/hct/data3/0-1705012089.254279/vision/310-0.02294182777404785.jpg,"smooth, polished, firm, contoured, wooden",wood
hct/2-1705338077.426485/221-0.022646188735961914.jpg,hct,images/hct/data3/2-1705338077.426485/tactile/221-0.022646188735961914.jpg,images/hct/data3/2-1705338077.426485/vision/221-0.022646188735961914.jpg,"thin, printed, glossy, flat",paper
hct/3-1705113753.9988348/269-0.023218870162963867.jpg,hct,images/hct/data3/3-1705113753.9988348/tactile/269-0.023218870162963867.jpg,images/hct/data3/3-1705113753.9988348/vision/269-0.023218870162963867.jpg,"fibrous, textured, warm., yielding",synthetic
hct/1-1705084531.289807/286-0.023293018341064453.jpg,hct,images/hct/data3/1-1705084531.289807/tactile/286-0.023293018341064453.jpg,images/hct/data3/1-1705084531.289807/vision/286-0.023293018341064453.jpg,"textured, rough, grainy, uneven, coarse",carpet
hct/22-1705263173.173347/141-0.034876108169555664.jpg,hct,images/hct/data1/22-1705263173.173347/tactile/141-0.034876108169555664.jpg,images/hct/data1/22-1705263173.173347/vision/141-0.034876108169555664.jpg,"smooth, matte, firm, cool, flat",wall
hct/4-1705099902.32706/94-0.021512985229492188.jpg,hct,images/hct/data3/4-1705099902.32706/tactile/94-0.021512985229492188.jpg,images/hct/data3/4-1705099902.32706/vision/94-0.021512985229492188.jpg,"soft, firm, uneven, cushioned.",towel
ssvtp/1420,ssvtp,images/ssvtp/tactile/image_1420_tac.jpg,images/ssvtp/vision/image_1420_rgb.jpg,"metallic, hard, rigid",steel
hct/22-1705263173.173347/125-0.032738685607910156.jpg,hct,images/hct/data1/22-1705263173.173347/tactile/125-0.032738685607910156.jpg,images/hct/data1/22-1705263173.173347/vision/125-0.032738685607910156.jpg,"smooth, matte, flat, solid, cool",wall
hct/1-1705099446.729665/136-0.021741628646850586.jpg,hct,images/hct/data3/1-1705099446.729665/tactile/136-0.021741628646850586.jpg,images/hct/data3/1-1705099446.729665/vision/136-0.021741628646850586.jpg,"textured, compressible, uneven, fibrous",polyester
hct/10-1702597636.666652/140-0.02209615707397461.jpg,hct,images/hct/data2/10-1702597636.666652/tactile/140-0.02209615707397461.jpg,images/hct/data2/10-1702597636.666652/vision/140-0.02209615707397461.jpg,"rigid, textured, coarse, hard",aluminium
hct/1-1704768431.136341/172-0.02343297004699707.jpg,hct,images/hct/data3/1-1704768431.136341/tactile/172-0.02343297004699707.jpg,images/hct/data3/1-1704768431.136341/vision/172-0.02343297004699707.jpg,"cool, durable, undulating, uneven",leather
hct/18-1702598254.1873941/162-0.02167987823486328.jpg,hct,images/hct/data2/18-1702598254.1873941/tactile/162-0.02167987823486328.jpg,images/hct/data2/18-1702598254.1873941/vision/162-0.02167987823486328.jpg,"coarse, rough, pliable, fibrous",carpet
hct/22-1705263173.173347/130-0.0316011905670166.jpg,hct,images/hct/data1/22-1705263173.173347/tactile/130-0.0316011905670166.jpg,images/hct/data1/22-1705263173.173347/vision/130-0.0316011905670166.jpg,"smooth, matte, flat, solid, cool",wall
