sample_id,dataset,tactile,vision,caption,class
hct/7-1702596872.879245/39-0.02155900001525879.jpg,hct,images/hct/data2/7-1702596872.879245/tactile/39-0.02155900001525879.jpg,images/hct/data2/7-1702596872.879245/vision/39-0.02155900001525879.jpg,"hard, cool, reflective, solid",plastic
hct/9-1702596350.050102/121-0.02111220359802246.jpg,hct,images/hct/data2/9-1702596350.050102/tactile/121-0.02111220359802246.jpg,images/hct/data2/9-1702596350.050102/vision/121-0.02111220359802246.jpg,"textured, ridged, smooth, cool",fabric
ssvtp/1933,ssvtp,images/ssvtp/tactile/image_1933_tac.jpg,images/ssvtp/vision/image_1933_rgb.jpg,"soft, fabric, lined",cotton
hct/0-1705091226.1595168/210-0.024863004684448242.jpg,hct,images/hct/data3/0-1705091226.1595168/tactile/210-0.024863004684448242.jpg,images/hct/data3/0-1705091226.1595168/vision/210-0.024863004684448242.jpg,"textured, soft, plush, fibrous, cushioned.",metal
hct/1-1705012365.398447/135-0.023459911346435547.jpg,hct,images/hct/data3/1-1705012365.398447/tactile/135-0.023459911346435547.jpg,images/hct/data3/1-1705012365.398447/vision/135-0.023459911346435547.jpg,"firm, smooth, polished, varnished",metal
hct/42-1702597218.307848/94-0.02191901206970215.jpg,hct,images/hct/data2/42-1702597218.307848/tactile/94-0.02191901206970215.jpg,images/hct/data2/42-1702597218.307848/vision/94-0.02191901206970215.jpg,"synthetic, hard, glossy, smooth, sleek",plastic
hct/2-1704738986.301962/181-0.023468971252441406.jpg,hct,images/hct/data3/2-1704738986.301962/tactile/181-0.023468971252441406.jpg,images/hct/data3/2-1704738986.301962/vision/181-0.023468971252441406.jpg,"textured, firm, woven, resilient, uneven",plastic
hct/0-1705102225.4836092/218-0.023151159286499023.jpg,hct,images/hct/data3/0-1705102225.4836092/tactile/218-0.023151159286499023.jpg,images/hct/data3/0-1705102225.4836092/vision/218-0.023151159286499023.jpg,"yielding, fibrous, cushioned",plastic
hct/0-1705090100.239363/677-0.022063016891479492.jpg,hct,images/hct/data3/0-1705090100.239363/tactile/677-0.022063016891479492.jpg,images/hct/data3/0-1705090100.239363/vision/677-0.022063016891479492.jpg,"smooth, metallic, cool, reflective, solid",steel
hct/23-1702599118.000928/141-0.02178502082824707.jpg,hct,images/hct/data2/23-1702599118.000928/tactile/141-0.02178502082824707.jpg,images/hct/data2/23-1702599118.000928/vision/141-0.02178502082824707.jpg,"uneven., rough, flexible",plastic
hct/2-1702597565.503849/126-0.020477294921875.jpg,hct,images/hct/data2/2-1702597565.503849/tactile/126-0.020477294921875.jpg,images/hct/data2/2-1702597565.503849/vision/126-0.020477294921875.jpg,"smooth, reflective, hard, cool, glossy",plastic
hct/13-1702596935.1555/100-0.020654916763305664.jpg,hct,images/hct/data2/13-1702596935.1555/tactile/100-0.020654916763305664.jpg,images/hct/data2/13-1702596935.1555/vision/100-0.020654916763305664.jpg,"soft, firm, woven, flexible",metal
hct/2-1702597344.8853/242-0.021190881729125977.jpg,hct,images/hct/data2/2-1702597344.8853/tactile/242-0.021190881729125977.jpg,images/hct/data2/2-1702597344.8853/vision/242-0.021190881729125977.jpg,"bumpy, rigid, glossy",plastic
hct/2-1705106504.839723/338-0.023144006729125977.jpg,hct,images/hct/data3/2-1705106504.839723/tactile/338-0.023144006729125977.jpg,images/hct/data3/2-1705106504.839723/vision/338-0.023144006729125977.jpg,"textured, flexible, woven, soft, uneven",fabric
hct/1-1705112256.783815/258-0.022902965545654297.jpg,hct,images/hct/data3/1-1705112256.783815/tactile/258-0.022902965545654297.jpg,images/hct/data3/1-1705112256.783815/vision/258-0.022902965545654297.jpg,"textured, flexible, soft, rubbery, padded",fabric
hct/58-1702598805.4339/84-0.021619796752929688.jpg,hct,images/hct/data2/58-1702598805.4339/tactile/84-0.021619796752929688.jpg,images/hct/data2/58-1702598805.4339/vision/84-0.021619796752929688.jpg,"reflective, slippery, cool, flexible",steel
hct/4-1705340997.6027892/152-0.022238969802856445.jpg,hct,images/hct/data3/4-1705340997.6027892/tactile/152-0.022238969802856445.jpg,images/hct/data3/4-1705340997.6027892/vision/152-0.022238969802856445.jpg,"rough, flat, rubbery",fabric
hct/0-1705335497.023628/196-0.02212691307067871.jpg,hct,images/hct/data3/0-1705335497.023628/tactile/196-0.02212691307067871.jpg,images/hct/data3/0-1705335497.023628/vision/196-0.02212691307067871.jpg,"firm, soft, lined",fabric
hct/30-1702597099.2153668/177-0.021222829818725586.jpg,hct,images/hct/data2/30-1702597099.2153668/tactile/177-0.021222829818725586.jpg,images/hct/data2/30-1702597099.2153668/vision/177-0.021222829818725586.jpg,"cool, smooth, textured, curved",plastic
ssvtp/1795,ssvtp,images/ssvtp/tactile/image_1795_tac.jpg,images/ssvtp/vision/image_1795_rgb.jpg,"hard, flat, patterned",marble
ssvtp/259,ssvtp,images/ssvtp/tactile/image_259_tac.jpg,images/ssvtp/vision/image_259_rgb.jpg,"grainy, deformable",nylon
hct/0-1705091264.006046/235-0.02273416519165039.jpg,hct,images/hct/data3/0-1705091264.006046/tactile/235-0.02273416519165039.jpg,images/hct/data3/0-1705091264.006046/vision/235-0.02273416519165039.jpg,"soft, plush, textured, warm, yielding",metal
hct/66-1702595516.056373/54-0.021477937698364258.jpg,hct,images/hct/data2/66-1702595516.056373/tactile/54-0.021477937698364258.jpg,images/hct/data2/66-1702595516.056373/vision/54-0.021477937698364258.jpg,"smooth, reflective, slippery, cool, sleek",fabric
hct/4-1705032423.2602081/871-0.02248406410217285.jpg,hct,images/hct/data3/4-1705032423.2602081/tactile/871-0.02248406410217285.jpg,images/hct/data3/4-1705032423.2602081/vision/871-0.02248406410217285.jpg,"cool, fibrous, flexible",metal
hct/0-1705335597.9046981/195-0.020835161209106445.jpg,hct,images/hct/data3/0-1705335597.9046981/tactile/195-0.020835161209106445.jpg,images/hct/data3/0-1705335597.9046981/vision/195-0.020835161209106445.jpg,"smooth, reflective, hard, cool, glossy",fabric
hct/4-1702596699.953705/73-0.020534992218017578.jpg,hct,images/hct/data2/4-1702596699.953705/tactile/73-0.020534992218017578.jpg,images/hct/data2/4-1702596699.953705/vision/73-0.020534992218017578.jpg,"solid, reflective, polished",steel
ssvtp/243,ssvtp,images/ssvtp/tactile/image_243_tac.jpg,images/ssvtp/vision/image_243_rgb.jpg,"fuzzy, soft",towel
hct/4-1702596295.7041988/144-0.02153301239013672.jpg,hct,images/hct/data2/4-1702596295.7041988/tactile/144-0.02153301239013672.jpg,images/hct/data2/4-1702596295.7041988/vision/144-0.02153301239013672.jpg,"grainy, textured, resilient, rigid",rubber
hct/0-1705335622.98069/177-0.021433115005493164.jpg,hct,images/hct/data3/0-1705335622.98069/tactile/177-0.021433115005493164.jpg,images/hct/data3/0-1705335622.98069/vision/177-0.021433115005493164.jpg,"firm, matte, rigid, durable, striated",fabric
ssvtp/158,ssvtp,images/ssvtp/tactile/image_158_tac.jpg,images/ssvtp/vision/image_158_rgb.jpg,"soft, fluffy, fabric",towel
hct/28-1702595277.2787101/56-0.02216815948486328.jpg,hct,images/hct/data2/28-1702595277.2787101/tactile/56-0.02216815948486328.jpg,images/hct/data2/28-1702595277.2787101/vision/56-0.02216815948486328.jpg,"durable, bumpy, woven",plastic
hct/15-1705099127.523932/457-0.03762507438659668.jpg,hct,images/hct/data1/15-1705099127.523932/tactile/457-0.03762507438659668.jpg,images/hct/data1/15-1705099127.523932/vision/457-0.03762507438659668.jpg,"textured, soft, flexible, woven, cloth-like",fabric
hct/26-1702595263.175491/66-0.022094011306762695.jpg,hct,images/hct/data2/26-1702595263.175491/tactile/66-0.022094011306762695.jpg,images/hct/data2/26-1702595263.175491/vision/66-0.022094011306762695.jpg,"rubbery, resilient., flexible",rubber
hct/0-1705263809.60162/242-0.041422128677368164.jpg,hct,images/hct/data1/0-1705263809.60162/tactile/242-0.041422128677368164.jpg,images/hct/data1/0-1705263809.60162/vision/242-0.041422128677368164.jpg,"textured, soft, warm, flexible, uneven",fabric
hct/0-1705342997.478493/138-0.02336573600769043.jpg,hct,images/hct/data3/0-1705342997.478493/tactile/138-0.02336573600769043.jpg,images/hct/data3/0-1705342997.478493/vision/138-0.02336573600769043.jpg,"uneven, cushioned, flexible",fabric
hct/0-1705341143.863153/174-0.021550893783569336.jpg,hct,images/hct/data3/0-1705341143.863153/tactile/174-0.021550893783569336.jpg,images/hct/data3/0-1705341143.863153/vision/174-0.021550893783569336.jpg,"wooden, rigid, grainy, cool",rubber
hct/0-1705335388.8802829/300-0.020892858505249023.jpg,hct,images/hct/data3/0-1705335388.8802829/tactile/300-0.020892858505249023.jpg,images/hct/data3/0-1705335388.8802829/vision/300-0.020892858505249023.jpg,"flat, indented., firm",steel
hct/16-1702599043.561794/59-0.021487712860107422.jpg,hct,images/hct/data2/16-1702599043.561794/tactile/59-0.021487712860107422.jpg,images/hct/data2/16-1702599043.561794/vision/59-0.021487712860107422.jpg,"firm, uneven, granular, hard, rough",plastic
hct/2-1705102290.157818/213-0.02334904670715332.jpg,hct,images/hct/data3/2-1705102290.157818/tactile/213-0.02334904670715332.jpg,images/hct/data3/2-1705102290.157818/vision/213-0.02334904670715332.jpg,"rigid, soft, yielding, cushioned",plastic
hct/0-1705113038.676255/204-0.023134231567382812.jpg,hct,images/hct/data3/0-1705113038.676255/tactile/204-0.023134231567382812.jpg,images/hct/data3/0-1705113038.676255/vision/204-0.023134231567382812.jpg,"reflective, glossy, cool, hard",plastic
hct/10-1702596890.857491/141-0.019800901412963867.jpg,hct,images/hct/data2/10-1702596890.857491/tactile/141-0.019800901412963867.jpg,images/hct/data2/10-1702596890.857491/vision/141-0.019800901412963867.jpg,"smooth, grainy, flat, solid, polished",rubber
hct/0-1705106039.458234/223-0.023540973663330078.jpg,hct,images/hct/data3/0-1705106039.458234/tactile/223-0.023540973663330078.jpg,images/hct/data3/0-1705106039.458234/vision/223-0.023540973663330078.jpg,"coarse, firm, uneven",fabric
ssvtp/3442,ssvtp,images/ssvtp/tactile/image_3442_tac.jpg,images/ssvtp/vision/image_3442_rgb.jpg,"soft, fabric",cotton
hct/10-1702594663.312415/72-0.021596908569335938.jpg,hct,images/hct/data2/10-1702594663.312415/tactile/72-0.021596908569335938.jpg,images/hct/data2/10-1702594663.312415/vision/72-0.021596908569335938.jpg,"textured, soft, plush, fibrous, cushioned",steel
hct/8-1702594768.898571/27-0.022483110427856445.jpg,hct,images/hct/data2/8-1702594768.898571/tactile/27-0.022483110427856445.jpg,images/hct/data2/8-1702594768.898571/vision/27-0.022483110427856445.jpg,"perforated, rigid, plastic",plastic
hct/1-1705111728.6893241/865-0.022561073303222656.jpg,hct,images/hct/data3/1-1705111728.6893241/tactile/865-0.022561073303222656.jpg,images/hct/data3/1-1705111728.6893241/vision/865-0.022561073303222656.jpg,"firm, sleek, rough, uneven",steel
hct/0-1705110867.8717802/251-0.02314925193786621.jpg,hct,images/hct/data3/0-1705110867.8717802/tactile/251-0.02314925193786621.jpg,images/hct/data3/0-1705110867.8717802/vision/251-0.02314925193786621.jpg,"glossy, reflective, hard, smooth, sleek",plastic
hct/2-1705339632.65936/291-0.022294044494628906.jpg,hct,images/hct/data3/2-1705339632.65936/tactile/291-0.022294044494628906.jpg,images/hct/data3/2-1705339632.65936/vision/291-0.022294044494628906.jpg,"woven, textured, coarse, uneven, firm",fabric
hct/1-1705111919.697888/193-0.02432084083557129.jpg,hct,images/hct/data3/1-1705111919.697888/tactile/193-0.02432084083557129.jpg,images/hct/data3/1-1705111919.697888/vision/193-0.02432084083557129.jpg,"cool, smooth, reflective, hard",steel
hct/34-1702597139.433449/80-0.02304983139038086.jpg,hct,images/hct/data2/34-1702597139.433449/tactile/80-0.02304983139038086.jpg,images/hct/data2/34-1702597139.433449/vision/80-0.02304983139038086.jpg,"hard, solid, polished",plastic
hct/0-1705116422.178774/283-0.021332979202270508.jpg,hct,images/hct/data3/0-1705116422.178774/tactile/283-0.021332979202270508.jpg,images/hct/data3/0-1705116422.178774/vision/283-0.021332979202270508.jpg,"curved, soft, glossy, cool, hard",plastic
hct/58-1702595463.807156/68-0.023398876190185547.jpg,hct,images/hct/data2/58-1702595463.807156/tactile/68-0.023398876190185547.jpg,images/hct/data2/58-1702595463.807156/vision/68-0.023398876190185547.jpg,"durable., textured, woven",rubber
hct/6-1702594757.576276/73-0.022709131240844727.jpg,hct,images/hct/data2/6-1702594757.576276/tactile/73-0.022709131240844727.jpg,images/hct/data2/6-1702594757.576276/vision/73-0.022709131240844727.jpg,"slippery, rigid, smooth, plastic",plastic
hct/2-1705111593.115732/264-0.023473739624023438.jpg,hct,images/hct/data3/2-1705111593.115732/tactile/264-0.023473739624023438.jpg,images/hct/data3/2-1705111593.115732/vision/264-0.023473739624023438.jpg,"smooth, glossy, hard, slick, cool",steel
hct/2-1705106504.839723/325-0.023819923400878906.jpg,hct,images/hct/data3/2-1705106504.839723/tactile/325-0.023819923400878906.jpg,images/hct/data3/2-1705106504.839723/vision/325-0.023819923400878906.jpg,"durable, pliable, ridged, uneven, textured",fabric
ssvtp/808,ssvtp,images/ssvtp/tactile/image_808_tac.jpg,images/ssvtp/vision/image_808_rgb.jpg,"hard, splotchy, glossy",marble
hct/5-1705339663.535029/123-0.022556781768798828.jpg,hct,images/hct/data3/5-1705339663.535029/tactile/123-0.022556781768798828.jpg,images/hct/data3/5-1705339663.535029/vision/123-0.022556781768798828.jpg,"curved, rigid, cool, smooth, glossy",plastic
hct/1-1705116184.817215/165-0.02114105224609375.jpg,hct,images/hct/data3/1-1705116184.817215/tactile/165-0.02114105224609375.jpg,images/hct/data3/1-1705116184.817215/vision/165-0.02114105224609375.jpg,"soft, textured, plush, fibrous, cushioned",plastic
hct/22-1702599108.607268/174-0.021064043045043945.jpg,hct,images/hct/data2/22-1702599108.607268/tactile/174-0.021064043045043945.jpg,images/hct/data2/22-1702599108.607268/vision/174-0.021064043045043945.jpg,"reflective, grainy, rigid, rough",plastic
hct/22-1702597020.555305/99-0.022841691970825195.jpg,hct,images/hct/data2/22-1702597020.555305/tactile/99-0.022841691970825195.jpg,images/hct/data2/22-1702597020.555305/vision/99-0.022841691970825195.jpg,"cool, reflective, hard",plastic
hct/0-1705030260.291543/227-0.02220010757446289.jpg,hct,images/hct/data3/0-1705030260.291543/tactile/227-0.02220010757446289.jpg,images/hct/data3/0-1705030260.291543/vision/227-0.02220010757446289.jpg,"textured, firm, woven, coarse, durable",fabric
hct/0-1705106403.341663/189-0.0236508846282959.jpg,hct,images/hct/data3/0-1705106403.341663/tactile/189-0.0236508846282959.jpg,images/hct/data3/0-1705106403.341663/vision/189-0.0236508846282959.jpg,"grainy, yielding, fibrous, warm, plush",metal
hct/0-1705111440.8458052/306-0.02325129508972168.jpg,hct,images/hct/data3/0-1705111440.8458052/tactile/306-0.02325129508972168.jpg,images/hct/data3/0-1705111440.8458052/vision/306-0.02325129508972168.jpg,"cool, reflective, sleek, glossy",steel
hct/1-1705117026.795947/120-0.023385047912597656.jpg,hct,images/hct/data3/1-1705117026.795947/tactile/120-0.023385047912597656.jpg,images/hct/data3/1-1705117026.795947/vision/120-0.023385047912597656.jpg,"pliable, plush, firm, cushioned, fibrous",plastic
hct/0-1705334069.7164109/152-0.02218484878540039.jpg,hct,images/hct/data3/0-1705334069.7164109/tactile/152-0.02218484878540039.jpg,images/hct/data3/0-1705334069.7164109/vision/152-0.02218484878540039.jpg,"sleek, reflective, matte, cool",rubber
hct/38-1702595342.425503/40-0.022628068923950195.jpg,hct,images/hct/data2/38-1702595342.425503/tactile/40-0.022628068923950195.jpg,images/hct/data2/38-1702595342.425503/vision/40-0.022628068923950195.jpg,"polished, solid, grainy, flat",rubber
hct/0-1705112781.256347/164-0.023051977157592773.jpg,hct,images/hct/data3/0-1705112781.256347/tactile/164-0.023051977157592773.jpg,images/hct/data3/0-1705112781.256347/vision/164-0.023051977157592773.jpg,"hard, polished, cool",plastic
hct/23-1702595244.461361/139-0.02043008804321289.jpg,hct,images/hct/data2/23-1702595244.461361/tactile/139-0.02043008804321289.jpg,images/hct/data2/23-1702595244.461361/vision/139-0.02043008804321289.jpg,"woven, bumpy, durable, rubbery",plastic
hct/0-1705110675.2994182/202-0.021381139755249023.jpg,hct,images/hct/data3/0-1705110675.2994182/tactile/202-0.021381139755249023.jpg,images/hct/data3/0-1705110675.2994182/vision/202-0.021381139755249023.jpg,"soft, textured, plush, warm, yielding",fabric
hct/14-1702598188.168121/106-0.022025108337402344.jpg,hct,images/hct/data2/14-1702598188.168121/tactile/106-0.022025108337402344.jpg,images/hct/data2/14-1702598188.168121/vision/106-0.022025108337402344.jpg,"smooth, reflective, hard, cool, glossy",plastic
hct/0-1702596666.639283/432-0.021293163299560547.jpg,hct,images/hct/data2/0-1702596666.639283/tactile/432-0.021293163299560547.jpg,images/hct/data2/0-1702596666.639283/vision/432-0.021293163299560547.jpg,"hard, smooth, reflective, glossy, cool",metal
hct/0-1705106251.410496/227-0.022760868072509766.jpg,hct,images/hct/data3/0-1705106251.410496/tactile/227-0.022760868072509766.jpg,images/hct/data3/0-1705106251.410496/vision/227-0.022760868072509766.jpg,"cushioned, yielding, flat",fabric
ssvtp/647,ssvtp,images/ssvtp/tactile/image_647_tac.jpg,images/ssvtp/vision/image_647_rgb.jpg,"hard, flat",plastic
hct/18-1702599055.59911/77-0.02141404151916504.jpg,hct,images/hct/data2/18-1702599055.59911/tactile/77-0.02141404151916504.jpg,images/hct/data2/18-1702599055.59911/vision/77-0.02141404151916504.jpg,"textured, firm, gritty, uneven, solid",plastic
hct/14-1702596952.141369/248-0.021214962005615234.jpg,hct,images/hct/data2/14-1702596952.141369/tactile/248-0.021214962005615234.jpg,images/hct/data2/14-1702596952.141369/vision/248-0.021214962005615234.jpg,"soft, rigid, metallic, cloth-like",metal
hct/20-1702596175.0047622/125-0.022706985473632812.jpg,hct,images/hct/data2/20-1702596175.0047622/tactile/125-0.022706985473632812.jpg,images/hct/data2/20-1702596175.0047622/vision/125-0.022706985473632812.jpg,"dimpled, grippy, flexible, textured",rubber
hct/3-1702598005.5343769/225-0.02060079574584961.jpg,hct,images/hct/data2/3-1702598005.5343769/tactile/225-0.02060079574584961.jpg,images/hct/data2/3-1702598005.5343769/vision/225-0.02060079574584961.jpg,"smooth, uneven, cushioned.",steel
hct/51-1702598717.5763881/20-0.0211031436920166.jpg,hct,images/hct/data2/51-1702598717.5763881/tactile/20-0.0211031436920166.jpg,images/hct/data2/51-1702598717.5763881/vision/20-0.0211031436920166.jpg,"rigid, ridged, textured, grooved, flexible",rubber
hct/0-1705114438.5243762/138-0.023303985595703125.jpg,hct,images/hct/data3/0-1705114438.5243762/tactile/138-0.023303985595703125.jpg,images/hct/data3/0-1705114438.5243762/vision/138-0.023303985595703125.jpg,"textured, woven, flexible, durable, ribbed",steel
hct/0-1704769286.037086/2077-0.023141860961914062.jpg,hct,images/hct/data3/0-1704769286.037086/tactile/2077-0.023141860961914062.jpg,images/hct/data3/0-1704769286.037086/vision/2077-0.023141860961914062.jpg,"textured, uneven, rigid, coarse, solid",plastic
hct/38-1702597172.7030988/170-0.022058963775634766.jpg,hct,images/hct/data2/38-1702597172.7030988/tactile/170-0.022058963775634766.jpg,images/hct/data2/38-1702597172.7030988/vision/170-0.022058963775634766.jpg,"cool, rigid, glossy, sleek",steel
hct/29-1702598434.619043/90-0.02149796485900879.jpg,hct,images/hct/data2/29-1702598434.619043/tactile/90-0.02149796485900879.jpg,images/hct/data2/29-1702598434.619043/vision/90-0.02149796485900879.jpg,"smooth, flat, hard, cool, matte",steel
hct/1-1702507228.426124/130-0.03596997261047363.jpg,hct,images/hct/data1/1-1702507228.426124/tactile/130-0.03596997261047363.jpg,images/hct/data1/1-1702507228.426124/vision/130-0.03596997261047363.jpg,"smooth, polished, firm, level, cool",plastic
hct/0-1704738962.024767/678-0.023601055145263672.jpg,hct,images/hct/data3/0-1704738962.024767/tactile/678-0.023601055145263672.jpg,images/hct/data3/0-1704738962.024767/vision/678-0.023601055145263672.jpg,"textured, firm, cool, rigid, uneven",plastic
hct/32-1702598469.4397209/232-0.020999908447265625.jpg,hct,images/hct/data2/32-1702598469.4397209/tactile/232-0.020999908447265625.jpg,images/hct/data2/32-1702598469.4397209/vision/232-0.020999908447265625.jpg,"smooth, curved, reflective",plastic
hct/0-1705012626.636394/484-0.023184776306152344.jpg,hct,images/hct/data3/0-1705012626.636394/tactile/484-0.023184776306152344.jpg,images/hct/data3/0-1705012626.636394/vision/484-0.023184776306152344.jpg,"smooth, taut, glossy, firm, polished",metal
hct/0-1705106295.615705/193-0.0246429443359375.jpg,hct,images/hct/data3/0-1705106295.615705/tactile/193-0.0246429443359375.jpg,images/hct/data3/0-1705106295.615705/vision/193-0.0246429443359375.jpg,"flexible, fabric-like, matte, cushioned",fabric
hct/36-1702595325.880811/104-0.021253108978271484.jpg,hct,images/hct/data2/36-1702595325.880811/tactile/104-0.021253108978271484.jpg,images/hct/data2/36-1702595325.880811/vision/104-0.021253108978271484.jpg,"grainy, hard, warm",metal
hct/1-1705113935.246829/294-0.02291083335876465.jpg,hct,images/hct/data3/1-1705113935.246829/tactile/294-0.02291083335876465.jpg,images/hct/data3/1-1705113935.246829/vision/294-0.02291083335876465.jpg,"textured, flexible, woven, soft, uneven",fabric
ssvtp/2917,ssvtp,images/ssvtp/tactile/image_2917_tac.jpg,images/ssvtp/vision/image_2917_rgb.jpg,"lined, flat",cotton
hct/24-1702599125.280798/71-0.02112412452697754.jpg,hct,images/hct/data2/24-1702599125.280798/tactile/71-0.02112412452697754.jpg,images/hct/data2/24-1702599125.280798/vision/71-0.02112412452697754.jpg,"fibrous, coarse, abrasive, firm, soft",plastic
hct/8-1702596081.196231/84-0.02135181427001953.jpg,hct,images/hct/data2/8-1702596081.196231/tactile/84-0.02135181427001953.jpg,images/hct/data2/8-1702596081.196231/vision/84-0.02135181427001953.jpg,"dense, matte, grainy, soft",plastic
hct/2-1705336397.8941991/179-0.02335190773010254.jpg,hct,images/hct/data3/2-1705336397.8941991/tactile/179-0.02335190773010254.jpg,images/hct/data3/2-1705336397.8941991/vision/179-0.02335190773010254.jpg,"ridged, smooth, flat, sleek, hard",plastic
hct/7-1702597378.6035829/90-0.021165847778320312.jpg,hct,images/hct/data2/7-1702597378.6035829/tactile/90-0.021165847778320312.jpg,images/hct/data2/7-1702597378.6035829/vision/90-0.021165847778320312.jpg,"matte, reflective, hard",plastic
hct/0-1705111695.313028/282-0.022765159606933594.jpg,hct,images/hct/data3/0-1705111695.313028/tactile/282-0.022765159606933594.jpg,images/hct/data3/0-1705111695.313028/vision/282-0.022765159606933594.jpg,"smooth, reflective, hard, cool, sleek",steel
hct/5-1702596708.776598/149-0.0219728946685791.jpg,hct,images/hct/data2/5-1702596708.776598/tactile/149-0.0219728946685791.jpg,images/hct/data2/5-1702596708.776598/vision/149-0.0219728946685791.jpg,"smooth, polished, firm, rigid, flat",plastic
hct/0-1705012626.636394/502-0.02277398109436035.jpg,hct,images/hct/data3/0-1705012626.636394/tactile/502-0.02277398109436035.jpg,images/hct/data3/0-1705012626.636394/vision/502-0.02277398109436035.jpg,"smooth, taut, glossy, firm, polished",metal
hct/0-1705101051.327544/263-0.0232088565826416.jpg,hct,images/hct/data3/0-1705101051.327544/tactile/263-0.0232088565826416.jpg,images/hct/data3/0-1705101051.327544/vision/263-0.0232088565826416.jpg,"cushioned, textured, yielding, plush",plastic
hct/0-1705091291.1894321/270-0.023279905319213867.jpg,hct,images/hct/data3/0-1705091291.1894321/tactile/270-0.023279905319213867.jpg,images/hct/data3/0-1705091291.1894321/vision/270-0.023279905319213867.jpg,"textured, soft, uneven, fibrous, plush",metal
hct/3-1705099135.265621/174-0.02233099937438965.jpg,hct,images/hct/data3/3-1705099135.265621/tactile/174-0.02233099937438965.jpg,images/hct/data3/3-1705099135.265621/vision/174-0.02233099937438965.jpg,"plush, textured, cushioned, compressible, yielding",plastic
hct/26-1702598391.158324/68-0.02251410484313965.jpg,hct,images/hct/data2/26-1702598391.158324/tactile/68-0.02251410484313965.jpg,images/hct/data2/26-1702598391.158324/vision/68-0.02251410484313965.jpg,"cool, contoured, rigid, matte, textured",plastic
hct/16-1702596970.8703418/94-0.02201104164123535.jpg,hct,images/hct/data2/16-1702596970.8703418/tactile/94-0.02201104164123535.jpg,images/hct/data2/16-1702596970.8703418/vision/94-0.02201104164123535.jpg,"smooth, reflective, hard, cool, sleek",plastic
hct/0-1705102159.6448221/162-0.023582935333251953.jpg,hct,images/hct/data3/0-1705102159.6448221/tactile/162-0.023582935333251953.jpg,images/hct/data3/0-1705102159.6448221/vision/162-0.023582935333251953.jpg,"textured, matte, smooth, soft, firm",plastic
hct/1-1702597559.0278609/49-0.021173954010009766.jpg,hct,images/hct/data2/1-1702597559.0278609/tactile/49-0.021173954010009766.jpg,images/hct/data2/1-1702597559.0278609/vision/49-0.021173954010009766.jpg,"solid, cool, polished, reflective, sleek",plastic
